,Symbol,Name,Industry,IndustryCode
1442,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1443,WINA,Winmark Corp,전문품 상점,534030
1444,VIACP,ViacomCBS Inc Convertible Preference Shares Series A,미디어 및 출판,533020
1445,CALT,Calliditas Therapeutics AB ADR,제약,562010
1446,TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1447,SLAM,Slam Corp Class A,기타 금융업,556010
1448,ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
1449,ESPR,Esperion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1450,WTRE,Watford Holdings Ltd,보험,553010
1451,SFT,Shift Technologies Inc Class A,전문품 상점,534030
1452,LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
1453,SPTN,SpartanNash Co,식품 및 약품소매,543010
1454,CAC,Camden National Corp,은행,551010
1455,EOLS,Evolus Inc,생명과학 및 메디컬 리서치,562020
1456,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1457,BITF,Bitfarms Ltd,핀테크,573010
1458,CRIS,Curis Inc,생명과학 및 메디컬 리서치,562020
1459,SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1460,NCBS,Nicolet Bankshares Inc,은행,551010
1461,CENT,Central Garden & Pet Co,식품 및 담배,541020
1462,ALDX,Aldeyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1463,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1464,KDMN,Kadmon Holdings Inc,제약,562010
1465,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1466,FMBH,First Mid Bancshares Inc,은행,551010
1467,UFCS,United Fire Group Inc,보험,553010
1468,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
1469,TSC,TriState Capital Holdings Inc,은행,551010
1470,KALV,Kalvista Pharmaceuticals Inc,제약,562010
1471,GRSV,Gores Holdings V Inc,기타 금융업,556010
1472,MGTX,MeiraGTx Holdings PLC,제약,562010
1473,EBON,Ebang International Holdings Inc Class A,"컴퓨터, 전화 및 가전제품",571060
1474,CMLFU,CM Life Sciences Inc,기타 금융업,556010
1475,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1476,MRNS,Marinus Pharmaceuticals Inc,제약,562010
1477,KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1478,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1479,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
1480,EGLX,Enthusiast Gaming Holdings Inc,소프트웨어 및 IT서비스,572010
1481,VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
1482,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
1483,CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
1484,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1485,HWKN,Hawkins Inc,화학,511010
1486,UEIC,Universal Electronics Inc,"컴퓨터, 전화 및 가전제품",571060
1487,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1488,DBVT,DBV Technologies SA ADR,제약,562010
1489,CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
1490,CBTX,CBTX Inc,은행,551010
1491,IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
1492,QIWI,Qiwi PLC ADR,전문 및 상업 서비스,522030
1493,FDMT,4D Molecular Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1494,TRST,TrustCo Bank Corp N Y,은행,551010
1495,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1496,HTBK,Heritage Commerce Corp,은행,551010
1497,SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
1498,ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
1499,ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1500,PETS,Petmed Express Inc,식품 및 약품소매,543010
1501,CGEN,Compugen Ltd,생명과학 및 메디컬 리서치,562020
1502,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
1503,LCYAU,Landcadia Holdings III Inc,기타 금융업,556010
1504,NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
1505,DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
1506,FFIC,Flushing Financial Corp,은행,551010
1507,GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
1508,PDFS,PDF Solutions Inc,반도체 및 반도체 장비,571010
1509,ATOS,Atossa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1510,BTWNU,Bridgetown Holdings Ltd,기타 금융업,556010
1511,TCRR,TCR2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1512,FOSL,Fossil Group Inc,섬유 및 의류,532020
1513,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1514,CLLS,Cellectis SA ADR,생명과학 및 메디컬 리서치,562020
1515,VSEC,VSE Corp,우주항공 및 국방,521010
1516,CLSK,CleanSpark Inc,재생에너지,502010
1517,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1518,CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
1519,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1520,AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
1521,TWCTU,TWC Tech Holdings II Corp,기타 금융업,556010
1522,LOTZ,Carlotz Inc Class A,전문품 상점,534030
1523,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1524,GHVI,Gores Holdings VI Inc Class A,기타 금융업,556010
1525,ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
1526,WIFI,Boingo Wireless Inc,통신 서비스,574010
1527,VIOT,Viomi Technology Co Ltd ADR,가정용품,532040
1528,STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
1529,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
1530,OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
1531,AGCUU,Altimeter Growth Corp,기타 금융업,556010
1532,PHVS,Pharvaris BV,생명과학 및 메디컬 리서치,562020
1533,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
1534,ATLC,Atlanticus Holdings Corp,은행,551010
1535,YORW,York Water Co,수도 유틸리티,591030
1536,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
1537,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1538,ETACU,E.Merge Technology Acquisition Corp,기타 금융업,556010
1539,ACQR,Independence Holdings Corp Class A,기타 금융업,556010
1540,HIFS,Hingham Institution For Savings,은행,551010
1541,ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1542,SVFAU,SVF Investment Corp,기타 금융업,556010
1543,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1544,CDXC,Chromadex Corp,생명과학 및 메디컬 리서치,562020
1545,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1546,ADAG,Adagene Inc ADR,생명과학 및 메디컬 리서치,562020
1547,JOAN,Joann Inc,전문품 상점,534030
1548,HBANO,Huntington Bancshares Inc ADR,은행,551010
1549,IMXI,International Money Express Inc,전문 및 상업 서비스,522030
1550,LMACU,Liberty Media Acquisition Corp,기타 금융업,556010
1551,CATC,Cambridge Bancorp,은행,551010
1552,LBC,Luther Burbank Corp,은행,551010
1553,DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
1554,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1555,ATY,AcuityAds Holdings Inc,미디어 및 출판,533020
1556,CHSCO,CHS Inc PRF,식품 및 담배,541020
1557,LOCO,El Pollo Loco Holdings Inc,호텔 및 엔터테인먼트,533010
1558,CYT,Cyteir Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1559,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1560,AMTB,Amerant Bancorp Inc Class A,은행,551010
1561,HIIIU,Hudson Executive Investment Corp III,기타 금융업,556010
1562,BOWXU,BowX Acquisition Corp,기타 금융업,556010
1563,TLMD,Soc Telemed Inc Class A,헬스케어 업체 및 서비스,561020
1564,CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1565,OPRT,Oportun Financial Corp,은행,551010
1566,BMEA,Biomea Fusion Inc,생명과학 및 메디컬 리서치,562020
1567,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1568,PGC,Peapack-Gladstone Financial Corp,은행,551010
1569,CHSCL,CHS Inc PRF,식품 및 담배,541020
1570,AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1571,CMLTU,CM Life Sciences III Inc,기타 금융업,556010
1572,SWIR,Sierra Wireless Inc,커뮤니케이션 및 네트워킹,571020
1573,MSBI,Midland States Bancorp Inc,은행,551010
1574,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1575,PTRA,Proterra Inc,자동차 및 자동차 부품,531010
1576,ORTX,Orchard Therapeutics PLC ADR,제약,562010
1577,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1578,SCOAU,Scion Tech Growth I,기타 금융업,556010
1579,MSDAU,MSD Acquisition Corp,기타 금융업,556010
1580,SABRP,Sabre Corp Convertible Preference Shares Series A,소프트웨어 및 IT서비스,572010
1581,DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
1582,ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
1583,PEBO,Peoples Bancorp Inc,은행,551010
1584,NPCE,Neuropace Inc,헬스케어 장비 및 용품,561010
1585,ZIOP,ZIOPHARM Oncology Inc,생명과학 및 메디컬 리서치,562020
1586,HAFC,Hanmi Financial Corp,은행,551010
1587,BOLT,Bolt Biotherapeutics Inc,제약,562010
1588,AGNCP,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1589,ACIU,AC Immune SA,생명과학 및 메디컬 리서치,562020
1590,QTT,Qutoutiao Inc ADR,소프트웨어 및 IT서비스,572010
1591,ANIK,Anika Therapeutics Inc,제약,562010
1592,REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
1593,LGACU,Lazard Growth Acquisition Corp I,기타 금융업,556010
1594,SLAMU,Slam Corp,기타 금융업,556010
1595,ALRS,Alerus Financial Corp,은행,551010
1596,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1597,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1598,ATOM,Atomera Inc,반도체 및 반도체 장비,571010
1599,DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
1600,GNUS,Genius Brands International Inc,미디어 및 출판,533020
1601,TRIT,Triterras Inc Class A,핀테크,573010
1602,AROW,Arrow Financial Corp,은행,551010
1603,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1604,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1605,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
1606,THFF,First Financial Corp,은행,551010
1607,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1608,GMII,Gores Metropoulos II Inc Class A,기타 금융업,556010
1609,GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
1610,GRSVU,Gores Holdings V Inc,기타 금융업,556010
1611,FRPH,FRP Holdings Inc,부동산 운영 관리,601010
1612,CHSCM,CHS Inc PRF,식품 및 담배,541020
1613,HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
1614,BIOX,Bioceres Crop Solutions Corp,화학,511010
1615,BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
1616,RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
1617,HAACU,Health Assurance Acquisition Corp,기타 금융업,556010
1618,BRY,Berry Corporation (Bry),오일 및 가스,501020
1619,CSSE,Chicken Soup for The Soul Entertainment Inc Class A,미디어 및 출판,533020
1620,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
1621,LOOP,Loop Industries Inc,화학,511010
1622,MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1623,BFC,Bank First Corp,은행,551010
1624,PSTX,Poseida Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1625,POWW,Ammo Inc,우주항공 및 국방,521010
1626,VECT,VectivBio Holding AG,제약,562010
1627,NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
1628,BCOV,Brightcove Inc,소프트웨어 및 IT서비스,572010
1629,APEI,American Public Education Inc,교육서비스,631010
1630,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1631,CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
1632,XENT,Intersect Ent Inc,헬스케어 장비 및 용품,561010
1633,BHFAN,Brighthouse Financial Inc ADR,보험,553010
1634,AMRK,A-Mark Precious Metals Inc,섬유 및 의류,532020
1635,JFU,9F Inc ADR,투자은행 및 서비스,551020
1636,PAVM,PAVmed Inc,헬스케어 장비 및 용품,561010
1637,BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
1638,DLTH,Duluth Holdings Inc Class B,섬유 및 의류,532020
1639,HUT,Hut 8 Mining Corp,핀테크,573010
1640,AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1641,RSVAU,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
1642,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
1643,CDAK,Codiak BioSciences  Inc.,생명과학 및 메디컬 리서치,562020
1644,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1645,NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
1646,ISEE,Iveric Bio Inc,생명과학 및 메디컬 리서치,562020
1647,DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
1648,DMRC,Digimarc Corp,소프트웨어 및 IT서비스,572010
1649,PRTH,Priority Technology Holdings Inc,핀테크,573010
1650,CLMT,Calumet Specialty Products Partners LP Unit,오일 및 가스,501020
1651,FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
1652,FBRX,Forte Biosciences Inc,생명과학 및 메디컬 리서치,562020
1653,PERI,Perion Network Ltd,소프트웨어 및 IT서비스,572010
1654,BYRN,Byrna Technologies Inc,우주항공 및 국방,521010
1655,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
1656,MGTA,Magenta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1657,GHVIU,Gores Holdings VI Inc,기타 금융업,556010
1658,TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
1659,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
1660,NAKD,Naked Brand Group Ltd,섬유 및 의류,532020
1661,DNAY,Codex DNA Inc,헬스케어 장비 및 용품,561010
1662,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
1663,ASLE,AerSale Corp,우주항공 및 국방,521010
1664,FITBI,Fifth Third Bancorp ADR,은행,551010
1665,HBANP,Huntington Bancshares Inc ADR,은행,551010
1666,RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1667,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1668,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1669,KVSB,Khosla Ventures Acquisition II Co Class A,기타 금융업,556010
1670,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1671,ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
1672,KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
1673,FCBC,First Community Bankshares Inc,은행,551010
1674,ACBI,Atlantic Capital Bancshares Inc,은행,551010
1675,TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
1676,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
1677,RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
1678,SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
1679,CFIVU,CF Acquisition IV Corp,기타 금융업,556010
1680,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1681,ACGLN,Arch Capital Group Ltd ADR,보험,553010
1682,MVBF,MVB Financial Corp,은행,551010
1683,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1684,APXT,Apex Technology Acquisition Corp Class A,기타 금융업,556010
1685,GTX,Garrett Motion Inc,자동차 및 자동차 부품,531010
1686,NBTX,Nanobiotix SA ADR,생명과학 및 메디컬 리서치,562020
1687,REVHU,Revolution Healthcare Acquisition Corp,기타 금융업,556010
1688,BFST,Business First Bancshares Inc,은행,551010
1689,JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
1690,SVAC,Starboard Value Acquisition Corp Class A,기타 금융업,556010
1691,CSTE,Caesarstone Ltd,주택건설,532030
1692,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1693,PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
1694,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1695,AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1696,OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
1697,LCAHU,Landcadia Holdings IV Inc Unit,기타 금융업,556010
1698,FREE,Whole Earth Brands Inc Class A,식품 및 담배,541020
1699,CTXR,Citius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1700,EPHY,Epiphany Technology Acquisition Corp Class A,기타 금융업,556010
1701,FTHM,Fathom Holdings Inc,부동산 운영 관리,601010
1702,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1703,DCRN,Decarbonization Plus Acquisition Corporation II Class A,기타 금융업,556010
1704,ACQRU,Independence Holdings Corp,기타 금융업,556010
1705,AXDX,Accelerate Diagnostics Inc,헬스케어 장비 및 용품,561010
1706,FWAA,Fifth Wall Acquisition Corp I Class A,기타 금융업,556010
1707,CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
1708,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1709,VACC,Vaccitech PLC ADR,생명과학 및 메디컬 리서치,562020
1710,CDZI,Cadiz Inc,수도 유틸리티,591030
1711,FLIC,First of Long Island Corp,은행,551010
1712,WSBF,Waterstone Financial Inc,은행,551010
1713,HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1714,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
1715,NGCA,NextGen Acquisition II Corp Class A,기타 금융업,556010
1716,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1717,PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
